local_time,local_ns,monotonic_ns,packet_type,exchange_segment,security_id,LTP,LTQ,LTT,avg_price,volume,total_sell_quantity,total_buy_quantity,OI,depth_json
14:16:02.906,1789116362906618500,2629302390070700,Ticker Data,0,51,74775.64,,14:16:02,,,,,,
14:16:02.906,1789116362907011000,2629302390462900,Previous Close,0,51,,,,,,,,,
14:16:02.907,1789116362907223300,2629302390675100,Full Data,8,865649,455.85,40,14:16:02,343.91,4987640,41840,92920,334440,"[{""bid_quantity"":60,""ask_quantity"":120,""bid_orders"":3,""ask_orders"":5,""bid_price"":""455.20"",""ask_price"":""456.45""},{""bid_quantity"":20,""ask_quantity"":40,""bid_orders"":1,""ask_orders"":2,""bid_price"":""455.15"",""ask_price"":""456.50""},{""bid_quantity"":60,""ask_quantity"":60,""bid_orders"":1,""ask_orders"":3,""bid_price"":""455.10"",""ask_price"":""456.55""},{""bid_quantity"":120,""ask_quantity"":60,""bid_orders"":4,""ask_orders"":3,""bid_price"":""455.05"",""ask_price"":""456.60""},{""bid_quantity"":560,""ask_quantity"":40,""bid_orders"":9,""ask_orders"":2,""bid_price"":""455.00"",""ask_price"":""456.65""}]"
14:16:02.981,1789116362981278900,2629302464731200,Full Data,8,867178,627.90,20,14:16:02,465.67,7876900,38560,98360,326640,"[{""bid_quantity"":40,""ask_quantity"":160,""bid_orders"":2,""ask_orders"":7,""bid_price"":""626.40"",""ask_price"":""628.00""},{""bid_quantity"":80,""ask_quantity"":60,""bid_orders"":3,""ask_orders"":3,""bid_price"":""626.35"",""ask_price"":""628.05""},{""bid_quantity"":80,""ask_quantity"":80,""bid_orders"":3,""ask_orders"":4,""bid_price"":""626.05"",""ask_price"":""628.15""},{""bid_quantity"":120,""ask_quantity"":60,""bid_orders"":3,""ask_orders"":2,""bid_price"":""626.00"",""ask_price"":""628.20""},{""bid_quantity"":120,""ask_quantity"":40,""bid_orders"":4,""ask_orders"":2,""bid_price"":""625.95"",""ask_price"":""628.25""}]"
14:16:03.052,1789116363052090200,2629302535542000,Full Data,8,866869,411.00,20,14:16:02,519.90,2922880,41980,93880,385080,"[{""bid_quantity"":20,""ask_quantity"":80,""bid_orders"":1,""ask_orders"":4,""bid_price"":""410.30"",""ask_price"":""411.00""},{""bid_quantity"":100,""ask_quantity"":140,""bid_orders"":5,""ask_orders"":4,""bid_price"":""410.25"",""ask_price"":""411.55""},{""bid_quantity"":160,""ask_quantity"":180,""bid_orders"":5,""ask_orders"":4,""bid_price"":""410.15"",""ask_price"":""411.60""},{""bid_quantity"":40,""ask_quantity"":280,""bid_orders"":2,""ask_orders"":5,""bid_price"":""410.10"",""ask_price"":""411.65""},{""bid_quantity"":120,""ask_quantity"":280,""bid_orders"":4,""ask_orders"":4,""bid_price"":""410.05"",""ask_price"":""411.70""}]"
14:16:03.052,1789116363052480800,2629302535932600,Full Data,8,876539,453.90,20,14:16:02,573.20,2037080,42060,89620,316980,"[{""bid_quantity"":120,""ask_quantity"":20,""bid_orders"":6,""ask_orders"":1,""bid_price"":""452.95"",""ask_price"":""453.95""},{""bid_quantity"":100,""ask_quantity"":420,""bid_orders"":4,""ask_orders"":2,""bid_price"":""452.90"",""ask_price"":""454.00""},{""bid_quantity"":240,""ask_quantity"":40,""bid_orders"":7,""ask_orders"":2,""bid_price"":""452.85"",""ask_price"":""454.30""},{""bid_quantity"":40,""ask_quantity"":60,""bid_orders"":2,""ask_orders"":3,""bid_price"":""452.80"",""ask_price"":""454.35""},{""bid_quantity"":60,""ask_quantity"":80,""bid_orders"":3,""ask_orders"":4,""bid_price"":""452.75"",""ask_price"":""454.45""}]"
14:16:03.121,1789116363121330300,2629302604782100,Full Data,8,866787,406.70,20,14:16:02,291.59,12062700,79260,163940,668940,"[{""bid_quantity"":100,""ask_quantity"":80,""bid_orders"":3,""ask_orders"":3,""bid_price"":""405.35"",""ask_price"":""406.35""},{""bid_quantity"":60,""ask_quantity"":120,""bid_orders"":2,""ask_orders"":4,""bid_price"":""405.30"",""ask_price"":""406.40""},{""bid_quantity"":100,""ask_quantity"":100,""bid_orders"":4,""ask_orders"":4,""bid_price"":""405.20"",""ask_price"":""406.50""},{""bid_quantity"":160,""ask_quantity"":140,""bid_orders"":3,""ask_orders"":5,""bid_price"":""405.15"",""ask_price"":""406.55""},{""bid_quantity"":280,""ask_quantity"":160,""bid_orders"":4,""ask_orders"":5,""bid_price"":""405.10"",""ask_price"":""406.60""}]"
14:16:03.132,1789116363132629300,2629302616081400,Full Data,8,865649,456.35,40,14:16:02,343.91,4987700,41840,92880,334440,"[{""bid_quantity"":40,""ask_quantity"":80,""bid_orders"":1,""ask_orders"":4,""bid_price"":""455.15"",""ask_price"":""456.30""},{""bid_quantity"":60,""ask_quantity"":80,""bid_orders"":3,""ask_orders"":4,""bid_price"":""455.10"",""ask_price"":""456.35""},{""bid_quantity"":120,""ask_quantity"":120,""bid_orders"":4,""ask_orders"":4,""bid_price"":""455.05"",""ask_price"":""456.45""},{""bid_quantity"":560,""ask_quantity"":80,""bid_orders"":10,""ask_orders"":3,""bid_price"":""455.00"",""ask_price"":""456.50""},{""bid_quantity"":120,""ask_quantity"":80,""bid_orders"":4,""ask_orders"":4,""bid_price"":""454.95"",""ask_price"":""456.55""}]"
14:16:03.338,1789116363338966700,2629302822418600,Full Data,8,867178,627.90,20,14:16:02,465.67,7876900,38560,98360,326640,"[{""bid_quantity"":40,""ask_quantity"":160,""bid_orders"":2,""ask_orders"":7,""bid_price"":""626.40"",""ask_price"":""628.00""},{""bid_quantity"":60,""ask_quantity"":60,""bid_orders"":2,""ask_orders"":3,""bid_price"":""626.35"",""ask_price"":""628.05""},{""bid_quantity"":100,""ask_quantity"":80,""bid_orders"":4,""ask_orders"":4,""bid_price"":""626.05"",""ask_price"":""628.15""},{""bid_quantity"":120,""ask_quantity"":60,""bid_orders"":3,""ask_orders"":2,""bid_price"":""626.00"",""ask_price"":""628.20""},{""bid_quantity"":120,""ask_quantity"":40,""bid_orders"":4,""ask_orders"":2,""bid_price"":""625.95"",""ask_price"":""628.25""}]"
14:16:03.339,1789116363339201100,2629302822652900,Full Data,8,866787,406.70,20,14:16:02,291.59,12062700,79460,163700,668940,"[{""bid_quantity"":20,""ask_quantity"":80,""bid_orders"":1,""ask_orders"":3,""bid_price"":""405.35"",""ask_price"":""406.25""},{""bid_quantity"":60,""ask_quantity"":80,""bid_orders"":2,""ask_orders"":3,""bid_price"":""405.30"",""ask_price"":""406.30""},{""bid_quantity"":60,""ask_quantity"":160,""bid_orders"":2,""ask_orders"":4,""bid_price"":""405.15"",""ask_price"":""406.35""},{""bid_quantity"":320,""ask_quantity"":140,""bid_orders"":6,""ask_orders"":5,""bid_price"":""405.10"",""ask_price"":""406.40""},{""bid_quantity"":60,""ask_quantity"":60,""bid_orders"":3,""ask_orders"":3,""bid_price"":""405.05"",""ask_price"":""406.45""}]"
